timestamp,frame_id,class_name,confidence,x1,y1,x2,y2,distance,ttc,speed,alert_level
1788771407.051034,523,cow,0.6835376620292664,189,178,215,232,16.203703703703702,1.9444444444444442,30.0,WARNING
1788771407.6950295,526,cow,0.6601750254631042,181,179,211,237,15.644955300127712,1.8773946360153253,30.0,WARNING
1788771407.7806304,527,cow,0.7395445108413696,176,179,209,240,15.211390965112464,1.8253669158134955,30.0,WARNING
1788771407.856448,528,cow,0.8118992447853088,172,179,208,242,14.880765446056571,1.7856918535267885,30.0,DANGER
1788771407.9455924,529,cow,0.7767832279205322,168,179,205,243,14.638987356845258,1.7566784828214308,30.0,DANGER
1788771408.1384037,531,dog,0.5491064190864563,159,179,198,249,5.357142857142857,0.6428571428571428,30.0,DANGER
1788771408.784488,539,cow,0.6199323534965515,112,180,168,270,13.342691060548958,1.601122927265875,30.0,DANGER
1788771408.8610458,540,cow,0.7327976822853088,103,180,166,275,12.16755494439651,1.4601065933275812,30.0,DANGER
1788771408.944131,541,cow,0.8585444092750549,91,180,159,290,10.889611576289209,1.306753389154705,30.0,DANGER
1788771409.0262756,542,cow,0.8545666337013245,80,180,158,285,9.778500465178096,1.1734200558213714,30.0,DANGER
1788771409.196499,544,cow,0.8758928775787354,50,181,139,294,8.592798031549778,1.0311357637859733,30.0,DANGER
1788771409.2781012,545,cow,0.7793183922767639,42,182,134,294,8.210853587105333,0.98530243045264,30.0,DANGER
1788771409.498312,547,cow,0.8525195121765137,10,180,120,302,7.803174553455635,0.9363809464146762,30.0,DANGER
1788771409.686774,549,cow,0.8212634325027466,1,182,105,305,7.635029690188821,0.9162035628226585,30.0,DANGER
